"","Accession_number","ED","edge.length","Species","Country","City","Host","Collection.date","lat","lon","extracted_precip","extracted_temp","sum_extracted_values","heterogeneity","Geo_location","num_occurrences","DR"
"542","MF143302.2",0.0044058258634708,0.00133458069767474,"Lyssavirus rabies","USA"," Newstead, Erie, NY","Procyon lotor","04/08/2004",43.0195727,-78.5223111,11.2448120117188,0.44015645980835,188,41026,"USA:  Newstead, Erie, NY",1,226.972202485603
"543","MK540763.1",0.00449941647742345,0.000144156294073173,"Lyssavirus rabies","USA"," New York","Procyon lotor","2011",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,222.251041889023
"544","MK540795.1",0.00449941647742345,0.00119042440360156,"Lyssavirus rabies","USA"," New York","Procyon lotor","2015",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,222.251041889023
"545","MK540784.1",0.00456122842568139,0.00119042440360156,"Lyssavirus rabies","USA"," New York","Procyon lotor","2011",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,219.239184420064
"546","MK540686.1",0.00625020057879492,0.000579479649323681,"Lyssavirus rabies","USA"," New York","Procyon lotor","1992",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,159.994865347634
"547","MF143300.2",0.00495423047020892,0.000966624744316035,"Lyssavirus rabies","USA"," Niagara Falls, Niagara, NY","Procyon lotor","20/05/2004",43.08436,-79.0614686,17.7708740234375,0.415414810180664,40,49110,"USA:  Niagara Falls, Niagara, NY",1,201.84769481623
"548","MF143311.2",0.00495423047020892,7.22295878585956e-05,"Lyssavirus rabies","USA"," Cambria, Niagara, NY","Mephitidae","23/04/2010",43.1641689,-78.8188083,13.1278889973958,0.422032992045084,104,46235,"USA:  Cambria, Niagara, NY",1,201.84769481623
"549","ON986424.1",0.00667036753016054,0.000142843913842776,"Lyssavirus rabies","USA"," Hartford,CT","Lynx rufus","11/10/2019",41.764582,-72.6908547,22.1953938802083,0.732292175292969,11,39780,"USA:  Hartford,CT",6,149.916776771059
"550","MK540684.1",0.00592880212932319,0.000751551242614663,"Lyssavirus rabies","USA"," New York","Procyon lotor","1992",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,168.668135347967
"551","MF143304.2",0.0049203468728463,0.000751551242614663,"Lyssavirus rabies","USA"," Sodus, Wayne, NY","Procyon lotor","18/08/2004",43.237843,-77.061362,47.723388671875,0.470154285430908,223,37672,"USA:  Sodus, Wayne, NY",1,203.237703731551
"552","MN418176.1",0.0049203468728463,0.00043789990616825,"Lyssavirus rabies","USA"," Greene, NY","Procyon lotor","15/02/2017",42.2628769,-74.0878112,2.92822265625,0.765581607818603,0,25580,"USA:  Greene, NY",1,203.237703731551
"553","MK540658.1",0.00316099359034055,0.00010965853996358,"Lyssavirus rabies","USA"," New York","Procyon lotor","1990",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,316.356225161553
"554","MK540749.1",0.00309135301360705,3.21165856520642e-06,"Lyssavirus rabies","USA"," New York","Procyon lotor","2011",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,323.482952480144
"555","MF143305.2",0.00309135301360705,0.000343625051760403,"Lyssavirus rabies","USA"," Oswego C., Oswego, NY","Mephitidae","17/09/2004",43.4112973,-76.1279841,51.636474609375,0.655264377593994,23,33125,"USA:  Oswego C., Oswego, NY",1,323.482952480144
"556","MK540689.1",0.00319035258483056,1.06089477755092e-05,"Lyssavirus rabies","USA"," New York","Procyon lotor","1993",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,313.444979327609
"557","MK540673.1",0.00270431139783732,0.000333016103984893,"Lyssavirus rabies","USA"," New York","Procyon lotor","1990",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,369.779900642994
"558","MF143299.2",0.00266226933030676,0.000333016103984893,"Lyssavirus rabies","USA"," Williamson, Wayne, NY","Procyon lotor","04/05/2004",43.2238186,-77.1864012,45.8400472005208,0.459545135498047,324,40253,"USA:  Williamson, Wayne, NY",1,375.619396811657
"559","MF143307.2",0.00266156190061525,0.000346836710325609,"Lyssavirus rabies","USA"," Sterling, Cayuga, NY","Mephitidae","18/11/2004",43.325901,-76.644949,55.4248046875,0.52119493484497,31,38852,"USA:  Sterling, Cayuga, NY",5,375.719234547519
"560","MF143310.2",0.00262029652795735,1.60380919278755e-05,"Lyssavirus rabies","USA"," Gouveneur, St Lawrence, NY","Procyon lotor","10/12/2010",44.582972,-75.643721,48.20556640625,0.607527256011963,88,34564.25,"USA:  Gouveneur, St Lawrence, NY",2,381.636196258883
"561","MK540670.1",0.00262029652795735,0.00035515929015493,"Lyssavirus rabies","USA"," New York","Procyon lotor","1990",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,381.636196258883
"562","MF143301.2",0.00270844914699612,8.52978682063837e-05,"Lyssavirus rabies","USA"," Sterling, Cayuga, NY","Procyon lotor","03/06/2004",43.325901,-76.644949,55.4248046875,0.52119493484497,31,38852,"USA:  Sterling, Cayuga, NY",5,369.214980871646
"563","MF143292.2",0.00744855005354948,8.52978682063837e-05,"Lyssavirus rabies","USA"," Sterling, Cayuga, NY","Procyon lotor","21/05/2003",43.325901,-76.644949,55.4248046875,0.52119493484497,31,38852,"USA:  Sterling, Cayuga, NY",5,134.254316989313
"564","KT119762.1",0.0141521108471826,2.00474743035151e-05,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","21/10/2008",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,70.660837156959
"565","KT119757.1",0.0141449059632683,0.000163588347725334,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","13/01/2008",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,70.6968291338814
"566","KT119760.1",0.0141449059632683,0.000256821336332464,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","18/06/2008",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,70.6968291338814
"567","KT119784.1",0.0170676009691381,0.000256821336332464,"Lyssavirus rabies","Cameroon"," Yaya","Canis lupus familiaris","29/11/1994",3.9084844,11.570143,265.990272099554,0.362227141385698,14689,18383.8786407767,"Cameroon:  Yaya",1,58.5905425026173
"568","JQ595379.1",0.0170676009691381,4.09612383851468e-05,"Lyssavirus rabies","USA"," Florida","Myotis austroriparius","2001",27.7567667,-81.4639835,90.942721557617,0.65143905878067,41378,27801.8521126761,"USA:  Florida",7,58.5905425026173
"569","KT119764.1",0.0417892136021507,1.1974412787773e-05,"Lyssavirus rabies","Central African Republic"," Kabo Ouham","Canis lupus familiaris","10/01/2009",7.6920799,18.6243422,17.2229533195496,-0.0657356615577428,4791,13848.2906403941,"Central African Republic:  Kabo Ouham",2,23.9296199617534
"570","KT119754.1",0.0235410669457267,6.28898675828025e-05,"Lyssavirus rabies","Central African Republic"," Bossangoa","Canis lupus familiaris","17/08/2004",6.4924441,17.4463162,-2.19602819523842,-0.0444645444285416,4862,11449.7268292683,"Central African Republic:  Bossangoa",2,42.4789582522098
"571","JQ595362.1",0.0235410669457267,0.000304584165302076,"Lyssavirus rabies","USA"," New Jersey","Eptesicus fuscus","2005",40.0757384,-74.4041622,53.3817190519926,0.631021819420259,18399,36884.8815789474,"USA:  New Jersey",3,42.4789582522098
"572","JQ595344.1",0.0281965717412989,6.62279465630979e-05,"Lyssavirus rabies","USA"," Georgia","Perimyotis subflavus","2004",32.3293809,-83.1137366,114.085142582798,0.486058150296006,24374,30884.1280991736,"USA:  Georgia",2,35.4653044056175
"573","JQ595365.1",0.0193867125627111,0.000238356218738979,"Lyssavirus rabies","USA"," Tennessee","Aeorestes cinereus","2004",35.7730076,-86.2820081,98.4141073490375,0.350026974581443,89474,29355.14,"USA:  Tennessee",2,51.5817210764977
"574","KT119786.1",0.0148694211952612,4.59491495547384e-06,"Lyssavirus rabies","Chad"," N'djamena","Canis lupus familiaris","03/12/1997",12.1191543,15.0502758,-56.8988776612676,0.726752946126529,17509,21605.5922330097,"Chad:  N'djamena",2,67.2521133720184
"575","JQ595353.1",0.0148694211952612,0.000233761303783505,"Lyssavirus rabies","USA"," Arizona","Aeorestes cinereus","2005",34.395342,-111.763275,15.21252333849,0.98560073904525,33223,14295.5609756097,"USA:  Arizona",2,67.2521133720184
"576","JQ595366.1",0.017928967075134,0.000233761303783505,"Lyssavirus rabies","USA"," Texas","Lasiurus borealis","2005",31.2638905,-98.5456116,104.833542606545,0.260137835984985,59607,23983.4957983193,"USA:  Texas",8,55.7756615765622
"577","JQ595357.1",0.0181127293645137,0.000367474032884879,"Lyssavirus rabies","USA"," Florida","Lasiurus seminolus","2003",27.7567667,-81.4639835,90.942721557617,0.65143905878067,41378,27801.8521126761,"USA:  Florida",7,55.2097908534532
"578","JQ595347.1",0.0181127293645137,0.000379448445672652,"Lyssavirus rabies","USA"," Tennessee","Lasiurus borealis","2004",35.7730076,-86.2820081,98.4141073490375,0.350026974581443,89474,29355.14,"USA:  Tennessee",2,55.2097908534532
"579","JQ595367.1",0.0181358502339232,3.10245494908547e-05,"Lyssavirus rabies","USA"," Texas","Lasiurus borealis","2004",31.2638905,-98.5456116,104.833542606545,0.260137835984985,59607,23983.4957983193,"USA:  Texas",8,55.1394054925252
"580","JQ595364.1",0.0191151277295955,0.000138593384185919,"Lyssavirus rabies","USA"," New Jersey","Lasiurus borealis","2005",40.0757384,-74.4041622,53.3817190519926,0.631021819420259,18399,36884.8815789474,"USA:  New Jersey",3,52.314586339474
"581","JQ595349.1",0.0183620896399486,4.27488302916978e-05,"Lyssavirus rabies","USA"," Georgia","Lasiurus seminolus","2003",32.3293809,-83.1137366,114.085142582798,0.486058150296006,24374,30884.1280991736,"USA:  Georgia",2,54.4600325784488
"582","JQ595370.1",0.0183620896399486,0.000157635041323191,"Lyssavirus rabies","USA"," Texas","Lasiurus borealis","2004",31.2638905,-98.5456116,104.833542606545,0.260137835984985,59607,23983.4957983193,"USA:  Texas",8,54.4600325784488
"583","KT119768.1",0.0184025658185401,0.0015076917431198,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","13/01/2012",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,54.3402485208084
"584","KT119763.1",0.012448969835872,0.0015076917431198,"Lyssavirus rabies","Central African Republic"," Kaga Bandoro","Canis lupus familiaris","24/10/2008",6.9993145,19.182305,-36.4928279228766,-0.00260412518701888,2774,13114.9166666667,"Central African Republic:  Kaga Bandoro",1,80.32793180352
"585","KT119765.1",0.012448969835872,0.00166532678444299,"Lyssavirus rabies","Central African Republic"," Bouca Ouham","Canis lupus familiaris","14/03/2009",6.5086131,18.2758627,-38.8905205056151,-0.0352740142959578,3057,12428.5588235294,"Central African Republic:  Bouca Ouham",1,80.32793180352
"586","JQ595358.1",0.0271521309722532,0.00170807561473469,"Lyssavirus rabies","USA"," Idaho","Lasionycteris noctivagans","2005",43.6447642,-114.015407,-39.5505562544843,1.14948664601968,86095,32644.9785714286,"USA:  Idaho",4,36.8295218162398
"587","JQ595345.1",0.0271521309722532,0.00184666899892061,"Lyssavirus rabies","USA"," Texas","Dasypterus xanthinus","2003",31.2638905,-98.5456116,104.833542606545,0.260137835984985,59607,23983.4957983193,"USA:  Texas",8,36.8295218162398
"588","KT119769.1",0.0121746413495715,0.00189599380943292,"Lyssavirus rabies","Central African Republic"," Sibut","Canis lupus familiaris","01/03/2012",5.7350828,19.0850538,-94.8832176519197,-0.00642959025111134,10554,12838.5970149254,"Central African Republic:  Sibut",1,82.1379432286273
"589","KT119728.1",0.0101532445408959,0.000601487363527042,"Lyssavirus rabies","Central African Republic"," Bakongo","Canis lupus familiaris","27/11/2008",5.7435445,19.370291,-106.161960558945,0.0102166615175398,10938,13055.5297029703,"Central African Republic:  Bakongo",1,98.4906840342647
"590","JQ595351.1",0.00994185183745717,6.04187542254178e-06,"Lyssavirus rabies","USA"," California","Parastrellus hesperus","2003",36.7014631,-118.755997,-9.6347740622126,1.14363752776142,60300,25529.3515625,"USA:  California",6,100.584882610338
"591","KT119770.1",0.0099125174936399,0.000381222783754422,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","06/03/2012",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,100.882545795417
"592","KT119758.1",0.0099125174936399,0.000257431729619026,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","27/03/2008",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,100.882545795417
"593","KT119766.1",0.0136210230131328,1.60737746333845e-05,"Lyssavirus rabies","Central African Republic"," Kabo Ouham","Canis lupus familiaris","07/04/2009",7.6920799,18.6243422,17.2229533195496,-0.0657356615577428,4791,13848.2906403941,"Central African Republic:  Kabo Ouham",2,73.4159247096084
"594","JQ595377.1",0.0135655561885676,4.7410007666812e-05,"Lyssavirus rabies","USA"," California","Myotis yumanensis","2004",36.7014631,-118.755997,-9.6347740622126,1.14363752776142,60300,25529.3515625,"USA:  California",6,73.716107625779
"595","KT119759.1",0.0135655561885676,0.00429324843199005,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","06/06/2008",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,73.716107625779
"596","KT119756.1",0.0345706553581653,1.68313512123883e-05,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","05/12/2007",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,28.9262667901321
"597","JQ595338.1",0.043525819368831,1.75133140243632e-05,"Lyssavirus rabies","USA"," Michigan","Lasiurus borealis","2005",43.6211955,-84.6824346,30.4547911746469,0.607440008502989,26449,42845.7850877193,"USA:  Michigan",2,22.9748690432719
"598","KT119779.1",0.0430074143152894,0.0042589037667533,"Lyssavirus rabies","Chad"," Moundou","Canis lupus familiaris","04/05/1992",8.5654637,16.073831,86.1774513628229,-0.0385517695762595,11757,14590.1682692308,"Chad:  Moundou",1,23.2518047392701
"599","KF977826.1",0.030836616063163,7.22458202451204e-05,"Lyssavirus rabies","Central African Republic"," Bangui","Homo sapiens","2011-09",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,32.4289798190465
"600","KT119778.1",0.0307390006720826,0.000144821551511616,"Lyssavirus rabies","Chad"," N'djamena","Canis lupus familiaris","06/07/1990",12.1191543,15.0502758,-56.8988776612676,0.726752946126529,17509,21605.5922330097,"Chad:  N'djamena",2,32.5319619420226
"601","KT119755.1",0.0305460948351338,5.30331700454405e-05,"Lyssavirus rabies","Central African Republic"," Bossangoa","Canis lupus familiaris","15/09/2004",6.4924441,17.4463162,-2.19602819523842,-0.0444645444285416,4862,11449.7268292683,"Central African Republic:  Bossangoa",2,32.7374090009637
"602","KT119773.1",0.0273750079256708,3.60154458709742e-05,"Lyssavirus rabies","Cameroon"," Bibemi","Canis lupus familiaris","28/07/1987",9.312913,13.870952,66.042680978775,0.194890203220504,26065,16214.0483091788,"Cameroon:  Bibemi",1,36.5296697891456
"603","MH514974.1",0.0178392773591963,2.5427140073201e-05,"Lyssavirus rabies","Senegal"," Dahra","Canis lupus familiaris","2011",16.0304341,-16.5052168,-140.730831887558,0.688163799795544,10732,14526.6695652174,"Senegal:  Dahra",3,56.0560823101106
"604","MH514978.1",0.00782709921244865,0.000175696579523908,"Lyssavirus rabies","Senegal"," Dakar","Canis lupus familiaris","2014",14.693425,-17.447938,-198.076104637084,0.504259993390339,9493,19606.6727272727,"Senegal:  Dakar",13,127.761252650221
"605","MH514981.1",0.00782709921244865,0.00375166405948304,"Lyssavirus rabies","Senegal"," Dakar","Canis lupus familiaris","2013",14.693425,-17.447938,-198.076104637084,0.504259993390339,9493,19606.6727272727,"Senegal:  Dakar",13,127.761252650221
"606","MH514976.1",0.00805578076498455,0.00139374922385652,"Lyssavirus rabies","Senegal"," Dakar","Canis lupus familiaris","2010",14.693425,-17.447938,-198.076104637084,0.504259993390339,9493,19606.6727272727,"Senegal:  Dakar",13,124.134460603325
"607","MH514984.1",0.00789948014420861,0.00235791483562652,"Lyssavirus rabies","Senegal"," Dakar","Homo sapiens","2011",14.693425,-17.447938,-198.076104637084,0.504259993390339,9493,19606.6727272727,"Senegal:  Dakar",13,126.590608716592
"608","MH514979.1",0.00788220740984806,4.67917111445114e-05,"Lyssavirus rabies","Senegal"," Dakar","Canis lupus familiaris","2014",14.693425,-17.447938,-198.076104637084,0.504259993390339,9493,19606.6727272727,"Senegal:  Dakar",13,126.868013997018
"609","MH514971.1",0.00788220740984806,0.00231112312448201,"Lyssavirus rabies","Senegal"," Dakar","Canis lupus familiaris","2010",14.693425,-17.447938,-198.076104637084,0.504259993390339,9493,19606.6727272727,"Senegal:  Dakar",13,126.868013997018
"610","OK135145.1",0.0177632064204867,0.000382639772120264,"Lyssavirus rabies","Liberia"," Montserrado county","Canis lupus familiaris","25/09/2017",6.4095537,-10.6059403,6.18857921253526,0.538482378337009,5361,20303.2882882883,"Liberia:  Montserrado county",3,56.2961425053686
"611","MH514970.1",0.0182621217238359,0.00192848335236175,"Lyssavirus rabies","Senegal"," Linguere","Canis lupus familiaris","2011",15.3954248,-15.1153121,-156.227621023267,0.797647508056234,23391,15284.0483091787,"Senegal:  Linguere",1,54.758149963199
"612","MH514968.1",0.0172567869267727,0.00192848335236175,"Lyssavirus rabies","Senegal"," Dakar","Homo sapiens","2001",14.693425,-17.447938,-198.076104637084,0.504259993390339,9493,19606.6727272727,"Senegal:  Dakar",13,57.9482150555252
"613","KT119774.1",0.016843680386352,0.00236389854702697,"Lyssavirus rabies","Cameroon"," Toubouro","Canis lupus familiaris","19/10/1987",6,12.5,223.865799400001,0.308595317831926,12118,15888.2058823529,"Cameroon:  Toubouro",1,59.3694475947356
"614","MH514980.1",0.0126531558052414,0.00156346209197997,"Lyssavirus rabies","Senegal"," Dakar","Canis lupus familiaris","2014",14.693425,-17.447938,-198.076104637084,0.504259993390339,9493,19606.6727272727,"Senegal:  Dakar",13,79.0316673083063
"615","MH514973.1",0.0126531558052414,0.00156346209197997,"Lyssavirus rabies","Senegal"," Dahra","Mellivora capensis","2011",16.0304341,-16.5052168,-140.730831887558,0.688163799795544,10732,14526.6695652174,"Senegal:  Dahra",3,79.0316673083063
"616","OK135147.1",0.0167623599625665,6.14325641877197e-05,"Lyssavirus rabies","Liberia"," Lofa county","Canis lupus familiaris","2018",7.8824046,-9.9760297,-94.7316816439136,0.591099635251577,17150,19325.786407767,"Liberia:  Lofa county",1,59.6574707996481
"617","OK135146.1",0.0176627408287396,0.000124132848813515,"Lyssavirus rabies","Liberia"," Montserrado county","Canis lupus familiaris","25/03/2018",6.4095537,-10.6059403,6.18857921253526,0.538482378337009,5361,20303.2882882883,"Liberia:  Montserrado county",3,56.6163547150546
"618","KT119767.1",0.0182499155339512,0.00237085340042594,"Lyssavirus rabies","Central African Republic"," Markounda Ouham","Canis lupus familiaris","03/09/2009",7.6186416,16.9616699,50.989916475056,-0.0926379243134119,11180,13495.0292682927,"Central African Republic:  Markounda Ouham",1,54.7947741533188
"619","MH514972.1",0.0102454542200746,0.00100306394072202,"Lyssavirus rabies","Senegal"," Dakar","Canis lupus familiaris","2008",14.693425,-17.447938,-198.076104637084,0.504259993390339,9493,19606.6727272727,"Senegal:  Dakar",13,97.6042621947045
"620","MH514982.1",0.00954964798975554,0.000393305024930959,"Lyssavirus rabies","Senegal"," Dakar","Homo sapiens","2007",14.693425,-17.447938,-198.076104637084,0.504259993390339,9493,19606.6727272727,"Senegal:  Dakar",13,104.715901682738
"621","MH514975.1",0.00868080128293022,0.000393305024930959,"Lyssavirus rabies","Senegal"," Diamniadio","Canis lupus familiaris","2013",14.067243,-16.5736951,-245.224901097098,0.530164919587028,22894,21205.4365079365,"Senegal:  Diamniadio",1,115.196739034493
"622","MH514969.1",0.00851485480076768,0.000352221322884209,"Lyssavirus rabies","Senegal"," Dakar","Homo sapiens","2005",14.693425,-17.447938,-198.076104637084,0.504259993390339,9493,19606.6727272727,"Senegal:  Dakar",13,117.441814734156
"623","MH514977.1",0.00851485480076768,0.00104414764276877,"Lyssavirus rabies","Senegal"," Dakar","Canis lupus familiaris","2013",14.693425,-17.447938,-198.076104637084,0.504259993390339,9493,19606.6727272727,"Senegal:  Dakar",13,117.441814734156
"624","MH514983.1",0.00952698359240963,0.00104414764276877,"Lyssavirus rabies","Senegal"," Dahra","Canis lupus familiaris","2011",16.0304341,-16.5052168,-140.730831887558,0.688163799795544,10732,14526.6695652174,"Senegal:  Dahra",3,104.965017552536
"625","MH514985.1",0.00956764044263926,0.00376722236607891,"Lyssavirus rabies","Senegal"," Dakar","Canis lupus familiaris","2015",14.693425,-17.447938,-198.076104637084,0.504259993390339,9493,19606.6727272727,"Senegal:  Dakar",13,104.518977902157
"626","KT119761.1",0.0180065377704953,0.00389135521489243,"Lyssavirus rabies","Central African Republic"," Bangui","Capra hircus","14/07/2008",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,55.5353845778478
"627","OK135144.1",0.0182626489470807,3.56338299140006e-05,"Lyssavirus rabies","Liberia"," Montserrado county","Felis catus","05/12/2017",6.4095537,-10.6059403,6.18857921253526,0.538482378337009,5361,20303.2882882883,"Liberia:  Montserrado county",3,54.7565691536688
"628","KT119658.1",0.0304126820982218,0.000249824299830008,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","27/01/2005",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,32.8810197262566
"629","JQ595339.1",0.0867944060447142,0.00016559435628906,"Lyssavirus rabies","USA"," Mississippi","Tadarida brasiliensis","2004",32.9715285,-89.7348497,236.67089146869,0.15330483956523,26487,32988.4773662552,"USA:  Mississippi",1,11.5214798461185
"630","AB618037.1",0.0987592339385485,0.00353775073891805,"Lyssavirus rabies","Brazil"," Paraiba, Patos","Bos taurus","2007",-6.5881317,-37.8965665,77.13232421875,-0.288091659545898,76,22174.5,"Brazil:  Paraiba, Patos",1,10.1256354481469
"631","OQ410154.1",0.0672732375939153,0.00353775073891805,"Lyssavirus rabies","USA"," Boulder, CO","Lasionycteris noctivagans","2018",40.0149856,-105.270545,-33.3031311035157,1.13560128211975,30,33557.75,"USA:  Boulder, CO",1,14.8647521030034
"632","OQ410147.1",0.0133895869705303,0.00370334509520711,"Lyssavirus rabies","USA"," Ramsey, MN","Lasionycteris noctivagans","2020",45.0165728,-93.0949501,27.8191121419271,1.15749136606852,24,46684,"USA:  Ramsey, MN",1,74.6849026934843
"633","OQ410151.1",0.0133895869705303,0.00395316939503712,"Lyssavirus rabies","USA"," Itasca, MN","Lasionycteris noctivagans","2020",47.4968343,-93.6225663,-18.2366027832031,1.18379330635071,3,41906.75,"USA:  Itasca, MN",1,74.6849026934843
"634","JQ595343.1",0.0136064578312772,0.00404183639499656,"Lyssavirus rabies","USA"," Texas","Perimyotis subflavus","2004",31.2638905,-98.5456116,104.833542606545,0.260137835984985,59607,23983.4957983193,"USA:  Texas",8,73.4945135905463
"635","OQ410146.1",0.0136064578312772,7.88037385676529e-05,"Lyssavirus rabies","USA"," Anoka, MN","Lasionycteris noctivagans","2020",45.2710195,-93.2827625,17.3861287434896,1.18385219573974,265,45633,"USA:  Anoka, MN",1,73.4945135905463
"636","OQ410153.1",0.0141197133632467,0.00410785420794052,"Lyssavirus rabies","USA"," Mesa, CO","Lasionycteris noctivagans","2018",39.0589084,-108.565996,-26.6128540039062,1.02266057332357,34,24371,"USA:  Mesa, CO",1,70.8229674550603
"637","JQ595375.1",0.0216126371094066,0.00410785420794052,"Lyssavirus rabies","USA"," Washington","Lasionycteris noctivagans","2003",38.8950368,-77.0365427,89.0574717962921,0.569543847041344,47406,34173.1111111111,"USA:  Washington",7,46.2692264223863
"638","JQ595342.1",0.0216123391331175,0.000185258500437466,"Lyssavirus rabies","USA"," Texas","Dasypterus xanthinus","2004",31.2638905,-98.5456116,104.833542606545,0.260137835984985,59607,23983.4957983193,"USA:  Texas",8,46.2698643511316
"639","JQ595373.1",0.0127022440985267,0.00406928320981893,"Lyssavirus rabies","USA"," Washington","Lasionycteris noctivagans","1998",38.8950368,-77.0365427,89.0574717962921,0.569543847041344,47406,34173.1111111111,"USA:  Washington",7,78.726246499702
"640","OQ410150.1",0.0127022440985267,2.18753705212623e-05,"Lyssavirus rabies","USA"," Saint Louis, MN","Lasionycteris noctivagans","2020",47.6201005,-92.4363343,-28.7494506835937,1.15234959125519,21,41747,"USA:  Saint Louis, MN",1,78.726246499702
"641","OQ410148.1",0.0127411877152407,2.18753705212623e-05,"Lyssavirus rabies","USA"," MN","Homo sapiens","2021",45.9896587,-94.6113288,13.3607674666279,1.26730339508357,31617,41353.6815068493,"USA:  MN",2,78.4856186369365
"642","OQ410145.1",0.0166750761285131,0.00409115858034019,"Lyssavirus rabies","USA"," Olsted, MN","Eptesicus fuscus","2019",46.25024,-94.25055,0.0626678466796875,1.21956038475036,231,43584.25,"USA:  Olsted, MN",1,59.9697412049638
"643","OQ410149.1",0.0166750761285131,2.58435936721646e-06,"Lyssavirus rabies","USA"," MN","Lasionycteris noctivagans","2020",45.9896587,-94.6113288,13.3607674666279,1.26730339508357,31617,41353.6815068493,"USA:  MN",2,59.9697412049638
"644","OQ410152.1",0.0217767842432552,3.500367914527e-05,"Lyssavirus rabies","USA"," La Plata, CO","Lasionycteris noctivagans","2019",37.2889732,-107.8539029,-41.4938049316406,1.1555142402649,329,32708.5,"USA:  La Plata, CO",1,45.9204623065374
"645","OM202982.1",0.0509907825882401,0.00430307040114437,"Lyssavirus rabies","USA"," Lincoln's County, NM","Urocyon cinereoargenteus","2019",32.8291393,-104.4272797,47.4829864501953,0.600564956665039,64,24053,"USA:  Lincoln's County, NM",2,19.6113875732244
"646","JQ595337.1",0.0526756980934304,0.00169184749380306,"Lyssavirus rabies","USA"," Washington","Eptesicus fuscus","2005",38.8950368,-77.0365427,89.0574717962921,0.569543847041344,47406,34173.1111111111,"USA:  Washington",7,18.9840863281263
"647","JQ595355.1",0.0526756980934304,2.38646098486618e-05,"Lyssavirus rabies","USA"," Florida","Dasypterus intermedius","2001",27.7567667,-81.4639835,90.942721557617,0.65143905878067,41378,27801.8521126761,"USA:  Florida",7,18.9840863281263
"648","OM202983.1",0.0530161842955126,0.00258735829749265,"Lyssavirus rabies","USA"," Lincoln's County, NM","Urocyon cinereoargenteus","2015",32.8291393,-104.4272797,47.4829864501953,0.600564956665039,64,24053,"USA:  Lincoln's County, NM",2,18.86216470099
"649","JQ595356.1",0.0425988523969987,2.11099524505321e-05,"Lyssavirus rabies","USA"," Florida","Dasypterus intermedius","2004",27.7567667,-81.4639835,90.942721557617,0.65143905878067,41378,27801.8521126761,"USA:  Florida",7,23.4748107925662
